mag_id	completeness	contamination	contigs	total_length	gc	n50	sample_accession	run_accession	country	project_accession	study_accession	database_origin	reference	rep_95id	rep_99id	taxonomy	species	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type	consistency	alcohol_level	acid_type	fermentation_temperature	aging_time
MASTER_WP4_UNINA_1__PR107_71775__bin.8	94.26229508	0.136612022	140	1602207	53.42	19477	SAMN40695676	SRR28523099	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746839__bin.4	FontanaF_2023__SRR20746839__bin.4	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR107_71775__bin.5	81.55225727	2.902141718	224	1141137	51.8	6192	SAMN40695676	SRR28523099	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	MASTER_WP4_UNINA_2__O-25.1__bin.29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR107_71775__bin.3	88.85564697	0.589005236	47	2155236	38.39	114306	SAMN40695676	SRR28523099	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_001434295.1_ASM143429v1_genomic	GCF_001434295.1_ASM143429v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus versmoldensis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR107_71775__bin.13	95.45834871	0.292188432	95	1931006	34.75	43377	SAMN40695676	SRR28523099	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	DeFilippisF_xxxx__DF_96__bin.12	DeFilippisF_xxxx__DF_96__bin.12	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus paragasseri	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR202_71775__bin.6	91.23376623	0.340909091	176	1397006	51.29	12009	SAMN40695680	SRR28523095	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_006740305.1_ASM674030v1_genomic	DeFilippisF_xxxx__DF_62__bin.5	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus delbrueckii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR202_71775__bin.2	55.17241379	3.448275862	1444	3391633	60.91	2353	SAMN40695680	SRR28523095	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LeechJ_xxxx__AF54__bin.1	MASTER_WP4_UNINA_1__PR202_71775__bin.2	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E paracarnis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.3	71.86458333	3.197916667	316	1600836	46.15	5616	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MotaGutierrezJ_2021__SRR11602150__bin.9	MASTER_WP4_UNINA_1__PR207_71775__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus brevis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.22	95.5	0.625	115	2823742	39.9	35508	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3	MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus hilgardii	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.12	92.23371881	2.893081761	99	1934916	40.36	37351	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746866__bin.6	WalshL_xxxx__F1__bin.5	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A raffinolactis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.31	96.69795784	0.543478261	126	2343719	46.83	30105	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746951__bin.4	FontanaF_2023__SRR20746937__bin.4	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus paracasei	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.16	97.23626869	1.912741546	292	2907592	46.56	13005	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	CM_UNINA_FFOOD__FFOOD_337__bin.6	MASTER_WP4_UNINA_1__CS007_71775__bin.15	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus rhamnosus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.14	95.41446208	4.38957476	269	2844603	44.99	14346	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FalardeauJ_2023__SRR20811279__bin.3	MASTER_WP4_CSIC_2__P2504__bin.2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.21	97.453125	0.625	131	3131484	40.07	44426	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3	LeechJ_2020__ERS3967690__bin.1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus diolivorans	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.9	92.21311475	0.273224044	161	1464840	53.5	13749	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746839__bin.4	FontanaF_2023__SRR20746839__bin.4	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.18	99.02597403	0	163	1741986	36.36	17246	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746979__bin.3	FontanaF_2023__SRR20746979__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.8	91.4375	0	21	1316954	43.82	119795	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LandisEA_2021__SRS5653155__bin.1	MASTER_WP4_UNINA_1__MO005_73417__bin.9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus	Lentilactobacillus parabuchneri	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.15	90.35326087	1.539855072	192	2534985	43.11	19207	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LandisEA_2021__SRS5653333__bin.1	MASTER_WP4_UNINA_1__PR207_71775__bin.15	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PR207_71775__bin.6	70.59864887	2.244877257	350	1660032	38.96	5756	SAMN40695677	SRR28523098	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	DeFilippisF_xxxx__DF_100__bin.11	DeFilippisF_xxxx__DF_28__bin.5	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus_A	Lactococcus A carnosus	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PS007_71775__bin.1	96.78233952	1.073232323	130	2072873	35.04	27994	SAMN40695648	SRR28523173	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	MAG_501	MAG_501	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PS007_71775__bin.5	55.64321069	1.574703956	417	1117344	37.07	2783	SAMN40695648	SRR28523173	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	GCF_009913915.1_ASM991391v1_genomic	MAG_417	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
MASTER_WP4_UNINA_1__PS007_71775__bin.6	60.91954023	0	344	1823751	35.44	6970	SAMN40695648	SRR28523173	Italy	PRJNA1094419	SRP499185	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	cheese	cheese	Animal	Dairy	milk	cheese	solid	low	lactic	mesophilic	1-3 months
