genome,completeness,contamination
MASTER_WP4_UNINA_2__I-29__bin.11,68.6,2.3
MASTER_WP4_UNINA_2__I-30__bin.16,95.60130992,3.168498168
MASTER_WP4_UNINA_2__I-30__bin.7,72.87927827,1.723484848
MASTER_WP4_UNINA_2__I-30__bin.8,96.77103718,0.399543379
MASTER_WP4_UNINA_2__I-30__bin.14,98.3125,0.9375
MASTER_WP4_UNINA_2__I-30__bin.11,81.41509434,2.547169811
MASTER_WP4_UNINA_2__I-30__bin.2,93.33333333,1.111111111
MASTER_WP4_UNINA_2__I-30__bin.19,96.35761589,1.324503311
MASTER_WP4_UNINA_2__M-21__bin.6,82.96943231,0.145560408
MASTER_WP4_UNINA_2__M-23__bin.7,69.15584416,0.0
MASTER_WP4_UNINA_2__M-23.1__bin.4,68.12227074,0.145560408
MASTER_WP4_UNINA_2__M-23.1__bin.2,95.42400522,0.068493151
MASTER_WP4_UNINA_2__M-23.1__bin.13,60.34482759,0.0
MASTER_WP4_UNINA_2__M-23.1__bin.11,98.4375,0.694444444
MASTER_WP4_UNINA_2__M-23.1__bin.6,87.17228464,0.0
MASTER_WP4_UNINA_2__M-23.1__bin.9,60.34482759,0.0
MASTER_WP4_UNINA_2__M-24.1__bin.14,54.14847162,0.0
MASTER_WP4_UNINA_2__M-24.1__bin.6,56.47562582,0.028604119
MASTER_WP4_UNINA_2__M-24.1__bin.9,96.94087615,1.177536232
MASTER_WP4_UNINA_2__M-24.1__bin.11,63.27586207,1.724137931
MASTER_WP4_UNINA_2__M-24.1__bin.10,50.0,0.0
MASTER_WP4_UNINA_2__M-24.1__bin.4,72.4137931,0.0
MASTER_WP4_UNINA_2__M-24.1__bin.8,99.0625,0.0
MASTER_WP4_UNINA_2__M-24.1__bin.7,94.94382022,0.0
MASTER_WP4_UNINA_2__M-25.1__bin.1,88.68428837,3.85916723
MASTER_WP4_UNINA_2__M-25.1__bin.10,58.62068966,0.0
MASTER_WP4_UNINA_2__M-26__bin.5,89.47678209,1.332362756
MASTER_WP4_UNINA_2__M-26.1__bin.10,60.69868996,0.145560408
MASTER_WP4_UNINA_2__M-26.1__bin.5,98.53881279,0.091324201
MASTER_WP4_UNINA_2__M-26.1__bin.6,95.16142664,2.593602096
MASTER_WP4_UNINA_2__M-26.1__bin.8,55.17241379,0.0
MASTER_WP4_UNINA_2__M-26.1__bin.4,56.89655172,0.0
MASTER_WP4_UNINA_2__M-27__bin.14,88.51980368,2.334205934
MASTER_WP4_UNINA_2__M-27__bin.15,56.34796238,0.0
MASTER_WP4_UNINA_2__M-27__bin.20,95.8125,1.25
MASTER_WP4_UNINA_2__M-27__bin.2,80.84588033,3.018867925
MASTER_WP4_UNINA_2__M-27__bin.3,79.54545455,0.0
MASTER_WP4_UNINA_2__M-27__bin.17,70.3125,0.572916667
MASTER_WP4_UNINA_2__M-27__bin.4,56.89655172,0.0
MASTER_WP4_UNINA_2__M-27__bin.9,93.57945425,0.280898876
MASTER_WP4_UNINA_2__M-27__bin.1,83.88264669,3.18937838
MASTER_WP4_UNINA_2__M-28__bin.9,83.82732002,3.064534071
MASTER_WP4_UNINA_2__M-28__bin.4,96.5546875,1.979166667
MASTER_WP4_UNINA_2__M-28__bin.13,95.8125,1.25
MASTER_WP4_UNINA_2__M-28__bin.8,98.37662338,0.0
MASTER_WP4_UNINA_2__M-28__bin.3,71.48871528,0.78125
MASTER_WP4_UNINA_2__M-28__bin.18,98.45505618,0.561797753
MASTER_WP4_UNINA_2__M-28__bin.7,55.17241379,0.0
MASTER_WP4_UNINA_2__M-28__bin.16,50.47021944,3.448275862
MASTER_WP4_UNINA_2__M-29__bin.14,94.83695652,2.27006689
MASTER_WP4_UNINA_2__M-29__bin.9,97.32291667,1.7578125
MASTER_WP4_UNINA_2__M-29__bin.13,56.56649832,0.555555556
MASTER_WP4_UNINA_2__M-29__bin.19,68.41240191,3.378995434
MASTER_WP4_UNINA_2__M-29__bin.12,52.26305707,1.724137931
MASTER_WP4_UNINA_2__M-29__bin.23,84.2634779,2.433052819
MASTER_WP4_UNINA_2__M-29__bin.8,94.06194749,1.713172448
MASTER_WP4_UNINA_2__M-30__bin.7,86.59528353,1.619644723
MASTER_WP4_UNINA_2__M-30__bin.10,62.24137931,0.0
MASTER_WP4_UNINA_2__M-30__bin.14,97.22222222,0.694444444
MASTER_WP4_UNINA_2__N-21__bin.3,87.33766234,0.0
MASTER_WP4_UNINA_2__N-28.0__bin.7,68.96551724,0.0
MASTER_WP4_UNINA_2__O-21__bin.1,68.95118528,1.193595342
MASTER_WP4_UNINA_2__O-23__bin.4,96.38257576,0.580400782
MASTER_WP4_UNINA_2__O-23__bin.2,69.4996361,0.145560408
MASTER_WP4_UNINA_2__O-23__bin.5,69.48051948,0.0
MASTER_WP4_UNINA_2__O-23.1__bin.12,96.36363636,0.378787879
MASTER_WP4_UNINA_2__O-23.1__bin.3,58.87736536,0.218340611
MASTER_WP4_UNINA_2__O-23.1__bin.7,84.91471001,2.649006623
MASTER_WP4_UNINA_2__O-23.1__bin.8,88.63636364,0.297619048
MASTER_WP4_UNINA_2__O-23.1__bin.11,80.62169312,0.037202381
MASTER_WP4_UNINA_2__O-23.1__bin.9,96.62921348,0.0
MASTER_WP4_UNINA_2__O-23.1__bin.4,98.87640449,1.061173533
MASTER_WP4_UNINA_2__O-24__bin.2,91.43939394,0.568181818
MASTER_WP4_UNINA_2__O-24__bin.3,91.75400291,0.291120815
MASTER_WP4_UNINA_2__O-24__bin.5,79.87012987,0.0
MASTER_WP4_UNINA_2__O-24.1__bin.4,95.34090909,0.580400782
MASTER_WP4_UNINA_2__O-24.1__bin.5,69.15584416,0.0
MASTER_WP4_UNINA_2__O-25__bin.5,87.8125,0.568181818
MASTER_WP4_UNINA_2__O-25__bin.2,93.42345873,2.510775862
MASTER_WP4_UNINA_2__O-25__bin.1,57.79220779,0.930735931
MASTER_WP4_UNINA_2__O-25.1__bin.30,86.81245054,2.446051423
MASTER_WP4_UNINA_2__O-25.1__bin.15,85.31746032,0.0
MASTER_WP4_UNINA_2__O-25.1__bin.8,92.97671033,0.613693075
MASTER_WP4_UNINA_2__O-25.1__bin.31,52.89968652,1.724137931
MASTER_WP4_UNINA_2__O-25.1__bin.20,64.09090909,1.724137931
MASTER_WP4_UNINA_2__O-25.1__bin.1,81.89655172,4.310344828
MASTER_WP4_UNINA_2__O-25.1__bin.34,90.57144723,1.149425287
MASTER_WP4_UNINA_2__O-25.1__bin.32,80.13245033,0.993377483
MASTER_WP4_UNINA_2__O-25.1__bin.29,98.37662338,0.0
MASTER_WP4_UNINA_2__O-25.1__bin.13,97.2392638,0.613496933
MASTER_WP4_UNINA_2__O-25.1__bin.9,93.92747925,0.0
MASTER_WP4_UNINA_2__O-25.1__bin.11,63.79310345,0.0
MASTER_WP4_UNINA_2__O-25.1__bin.26,71.70846395,1.724137931
MASTER_WP4_UNINA_2__O-25.1__bin.21,73.85964912,3.399122807
MASTER_WP4_UNINA_2__O-25.1__bin.7,80.609319,1.111111111
MASTER_WP4_UNINA_2__O-25.1__bin.19,92.76320583,3.187557275
MASTER_WP4_UNINA_2__O-25.1__bin.33,97.17479675,1.638921151
MASTER_WP4_UNINA_2__O-25.1__bin.4,67.7,0.3
MASTER_WP4_UNINA_2__O-25.1__bin.16,98.6,0.1
MASTER_WP4_UNINA_2__O-26__bin.2,59.84848485,0.757575758
MASTER_WP4_UNINA_2__O-26__bin.3,61.97962154,0.145560408
MASTER_WP4_UNINA_2__O-26__bin.8,94.75574713,2.507183908
MASTER_WP4_UNINA_2__O-26__bin.5,53.03030303,0.0
MASTER_WP4_UNINA_2__O-26.1__bin.20,96.06793744,0.378787879
MASTER_WP4_UNINA_2__O-26.1__bin.17,51.56299841,0.0
MASTER_WP4_UNINA_2__O-26.1__bin.5,51.30276565,0.0
MASTER_WP4_UNINA_2__O-26.1__bin.15,86.40830346,2.796296296
MASTER_WP4_UNINA_2__O-26.1__bin.2,81.03448276,3.448275862
MASTER_WP4_UNINA_2__O-26.1__bin.21,67.24137931,0.0
MASTER_WP4_UNINA_2__O-26.1__bin.11,96.96236559,1.527777778
MASTER_WP4_UNINA_2__O-26.1__bin.16,84.83174284,1.657458564
MASTER_WP4_UNINA_2__O-26.1__bin.12,75.86542638,1.969337735
MASTER_WP4_UNINA_2__O-26.1__bin.4,98.3,0.1
MASTER_WP4_UNINA_2__O-27__bin.9,94.17856147,1.598731884
MASTER_WP4_UNINA_2__O-27__bin.13,94.30681818,0.819444444
MASTER_WP4_UNINA_2__O-27__bin.3,81.65226136,2.097195042
MASTER_WP4_UNINA_2__O-27__bin.10,63.39153587,2.795612627
MASTER_WP4_UNINA_2__O-27__bin.4,98.9375,1.25
MASTER_WP4_UNINA_2__O-27__bin.6,53.54554676,1.132075472
MASTER_WP4_UNINA_2__O-27__bin.11,94.15584416,0.0
MASTER_WP4_UNINA_2__O-27__bin.8,63.94984326,1.724137931
MASTER_WP4_UNINA_2__O-28__bin.3,76.37304523,1.231060606
MASTER_WP4_UNINA_2__O-28__bin.1,56.044136,0.218340611
MASTER_WP4_UNINA_2__O-28__bin.5,98.91304348,0.0
MASTER_WP4_UNINA_2__O-28__bin.6,85.38961039,0.0
MASTER_WP4_UNINA_2__O-29__bin.13,95.06944444,1.893939394
MASTER_WP4_UNINA_2__O-29__bin.14,76.28820961,0.260189229
MASTER_WP4_UNINA_2__O-29__bin.9,93.60632184,1.221264368
MASTER_WP4_UNINA_2__O-29__bin.8,92.53246753,0.0
MASTER_WP4_UNINA_2__O-29__bin.12,87.82894737,1.864035088
MASTER_WP4_UNINA_2__O-29__bin.7,91.0,0.1
MASTER_WP4_UNINA_2__O-29__bin.11,96.2,0.1
MASTER_WP4_UNINA_2__O-30__bin.16,94.38131313,0.568181818
MASTER_WP4_UNINA_2__O-30__bin.22,71.42857143,0.0
MASTER_WP4_UNINA_2__O-30__bin.6,77.86650031,0.353503847
MASTER_WP4_UNINA_2__O-30__bin.15,52.47983718,0.362318841
MASTER_WP4_UNINA_2__O-30__bin.11,96.45459976,4.87962963
MASTER_WP4_UNINA_2__O-30__bin.14,92.63322884,1.58045977
MASTER_WP4_UNINA_2__O-30__bin.21,70.77922078,0.0
MASTER_WP4_UNINA_2__O-30__bin.4,54.47205975,2.504604052
MASTER_WP4_UNINA_2__O-30__bin.7,97.86134379,2.762430939
MASTER_WP4_UNINA_2__O-30__bin.2,97.69736842,0.76754386
MASTER_WP4_UNINA_2__O-30__bin.13,96.0,0.1
MASTER_WP4_UNINA_2__O-30__bin.18,98.2,0.1
MASTER_WP4_UNINA_2__P-21__bin.1,53.70347266,0.0
MASTER_WP4_UNINA_2__P-27.0__bin.3,84.69945355,0.0
MASTER_WP4_UNINA_2__P-27.0__bin.1,73.24675325,0.649350649
MASTER_WP4_UNINA_2__P-28.0__bin.6,53.7815884,0.695570805
MASTER_WP4_UNINA_2__P-28.0__bin.2,65.43715847,0.0
MASTER_WP4_UNINA_2__P-28.0__bin.3,60.34482759,0.0
MASTER_WP4_UNINA_2__S-21__bin.4,68.99923221,0.574282147
MASTER_WP4_UNINA_2__S-27.0__bin.3,62.89318639,0.254730713
MASTER_WP4_UNINA_2__S-27.0__bin.5,89.61162969,0.46875
MASTER_WP4_UNINA_2__S-27.0__bin.4,58.62068966,0.0
MASTER_WP4_UNINA_2__S-28.0__bin.4,67.31822278,0.400291121
MASTER_WP4_UNINA_2__S-28.0__bin.3,95.9375,0.538194444
MASTER_WP4_UNINA_2__S-28.0__bin.1,63.79310345,0.862068966
MASTER_WP4_UNINA_2__T-21__bin.2,64.91994178,0.145560408
MASTER_WP4_UNINA_2__T-23__bin.2,93.8490566,2.735849057
MASTER_WP4_UNINA_2__T-23__bin.3,91.55844156,0.878332194
MASTER_WP4_UNINA_2__T-23__bin.8,81.56343116,0.216450216
MASTER_WP4_UNINA_2__T-23.1__bin.1,84.27824063,4.100223169
MASTER_WP4_UNINA_2__T-23.1__bin.7,51.38282387,0.0
MASTER_WP4_UNINA_2__T-23.1__bin.8,82.78688525,0.0
MASTER_WP4_UNINA_2__T-23.1__bin.3,96.52695789,0.0
MASTER_WP4_UNINA_2__T-23.1__bin.10,97.75280899,0.561797753
MASTER_WP4_UNINA_2__T-24__bin.2,95.35849057,1.163522013
MASTER_WP4_UNINA_2__T-24__bin.1,97.08776072,0.683526999
MASTER_WP4_UNINA_2__T-24__bin.8,55.07012809,0.12987013
MASTER_WP4_UNINA_2__T-24.1__bin.11,93.5309973,1.713836478
MASTER_WP4_UNINA_2__T-24.1__bin.3,55.45851528,0.0
MASTER_WP4_UNINA_2__T-24.1__bin.6,52.62820513,0.905797101
MASTER_WP4_UNINA_2__T-24.1__bin.4,74.74238876,0.546448087
MASTER_WP4_UNINA_2__T-24.1__bin.10,91.95883007,0.649350649
MASTER_WP4_UNINA_2__T-24.1__bin.9,96.68028601,0.561797753
MASTER_WP4_UNINA_2__T-24.1__bin.8,93.65118577,0.634057971
MASTER_WP4_UNINA_2__T-25__bin.1,98.45283019,1.037735849
MASTER_WP4_UNINA_2__T-25__bin.5,80.35536746,1.744906096
MASTER_WP4_UNINA_2__T-25.1__bin.5,68.99580879,2.351641414
MASTER_WP4_UNINA_2__T-26__bin.1,90.89308176,1.191418138
MASTER_WP4_UNINA_2__T-26__bin.5,90.11237509,1.628787879
MASTER_WP4_UNINA_2__T-26.1__bin.1,97.73584906,2.424571776
MASTER_WP4_UNINA_2__T-26.1__bin.2,56.47743814,0.0
MASTER_WP4_UNINA_2__T-26.1__bin.5,62.14558103,0.86627141
MASTER_WP4_UNINA_2__T-27__bin.9,53.48305261,0.0
MASTER_WP4_UNINA_2__T-27__bin.3,98.31460674,0.0
MASTER_WP4_UNINA_2__T-28__bin.7,92.38554018,0.880053394
MASTER_WP4_UNINA_2__T-28__bin.8,79.84490077,1.19047619
MASTER_WP4_UNINA_2__T-28__bin.5,90.28423044,1.747815231
MASTER_WP4_UNINA_2__T-28__bin.4,59.6557971,0.0
MASTER_WP4_UNINA_2__T-29__bin.3,51.23726346,0.0
MASTER_WP4_UNINA_2__T-29__bin.4,97.73550725,0.362318841
MASTER_WP4_UNINA_2__T-30__bin.4,62.26734511,0.852272727
MASTER_WP4_UNINA_2__T-30__bin.5,97.10144928,0.362318841
MASTER_WP4_UNINA_2__U-21__bin.3,60.34482759,1.724137931
MASTER_WP4_UNINA_2__V-21__bin.19,98.14814815,0.176366843
MASTER_WP4_UNINA_2__V-21__bin.7,93.18181818,0.0
MASTER_WP4_UNINA_2__V-21__bin.8,64.29467085,1.724137931
MASTER_WP4_UNINA_2__V-21__bin.33,71.48427673,0.754716981
MASTER_WP4_UNINA_2__V-21__bin.39,71.39380225,1.126874039
MASTER_WP4_UNINA_2__V-21__bin.24,84.62168493,2.046783626
MASTER_WP4_UNINA_2__V-21__bin.37,73.54208925,2.205882353
MASTER_WP4_UNINA_2__V-21__bin.42,57.75862069,1.724137931
MASTER_WP4_UNINA_2__V-23__bin.4,70.64263323,0.0
MASTER_WP4_UNINA_2__V-23__bin.16,99.20634921,3.323946066
MASTER_WP4_UNINA_2__V-23__bin.17,54.73354232,3.448275862
MASTER_WP4_UNINA_2__V-23__bin.1,66.24824308,0.0
MASTER_WP4_UNINA_2__V-23__bin.9,81.72538973,0.485008818
MASTER_WP4_UNINA_2__V-23__bin.8,85.37735849,2.012578616
MASTER_WP4_UNINA_2__V-23__bin.12,75.12029779,0.0
MASTER_WP4_UNINA_2__V-23__bin.18,98.31460674,0.0
MASTER_WP4_UNINA_2__V-23__bin.14,63.50877193,0.0
MASTER_WP4_UNINA_2__V-23__bin.11,59.8490566,0.830188679
MASTER_WP4_UNINA_2__V-23.1__bin.4,99.45652174,0.543478261
MASTER_WP4_UNINA_2__V-23.1__bin.8,96.04377104,0.881834215
MASTER_WP4_UNINA_2__V-23.1__bin.19,84.97722464,3.522012579
MASTER_WP4_UNINA_2__V-23.1__bin.3,97.97844667,0.088990592
MASTER_WP4_UNINA_2__V-23.1__bin.17,65.87349453,3.679245283
MASTER_WP4_UNINA_2__V-23.1__bin.18,90.75471698,1.446540881
MASTER_WP4_UNINA_2__V-23.1__bin.2,76.52037618,1.724137931
MASTER_WP4_UNINA_2__V-23.1__bin.1,70.83758938,0.0
MASTER_WP4_UNINA_2__V-23.1__bin.9,67.71929825,1.754385965
MASTER_WP4_UNINA_2__V-23.1__bin.10,96.99939136,1.823899371
MASTER_WP4_UNINA_2__V-23.1__bin.6,99.34086629,0.918079096
MASTER_WP4_UNINA_2__V-24__bin.7,71.21734587,0.0
MASTER_WP4_UNINA_2__V-24__bin.15,96.7372134,1.886556295
MASTER_WP4_UNINA_2__V-24__bin.11,60.37043795,0.235507246
MASTER_WP4_UNINA_2__V-24__bin.16,50.0,0.0
MASTER_WP4_UNINA_2__V-24__bin.13,78.98274863,1.19047619
MASTER_WP4_UNINA_2__V-24__bin.6,96.22641509,4.163522013
MASTER_WP4_UNINA_2__V-24__bin.3,75.25114439,1.87400319
MASTER_WP4_UNINA_2__V-24__bin.8,84.22001512,3.444917833
MASTER_WP4_UNINA_2__V-24__bin.19,52.80898876,0.0
MASTER_WP4_UNINA_2__V-24__bin.17,75.22079751,3.137735281
MASTER_WP4_UNINA_2__V-24__bin.20,55.17241379,0.0
MASTER_WP4_UNINA_2__V-24.1__bin.12,99.45652174,0.543478261
MASTER_WP4_UNINA_2__V-24.1__bin.5,96.22895623,1.25163566
MASTER_WP4_UNINA_2__V-24.1__bin.6,80.81232199,4.289308176
MASTER_WP4_UNINA_2__V-24.1__bin.7,88.76811594,0.0
MASTER_WP4_UNINA_2__V-24.1__bin.13,94.90566038,1.79245283
MASTER_WP4_UNINA_2__V-24.1__bin.16,89.88764045,0.187265918
MASTER_WP4_UNINA_2__V-24.1__bin.9,77.19298246,3.50877193
MASTER_WP4_UNINA_2__V-24.1__bin.2,56.0754717,0.754716981
MASTER_WP4_UNINA_2__V-25__bin.8,73.27586207,1.724137931
MASTER_WP4_UNINA_2__V-25__bin.6,63.476874,1.754385965
MASTER_WP4_UNINA_2__V-25__bin.5,89.38993711,4.603773585
MASTER_WP4_UNINA_2__V-25__bin.15,97.43761412,1.635220126
MASTER_WP4_UNINA_2__V-25.1__bin.22,98.91304348,0.0
MASTER_WP4_UNINA_2__V-25.1__bin.26,94.08168992,3.791887125
MASTER_WP4_UNINA_2__V-25.1__bin.5,68.81598702,2.264150943
MASTER_WP4_UNINA_2__V-25.1__bin.21,89.4242382,0.412137681
MASTER_WP4_UNINA_2__V-25.1__bin.14,91.26962873,1.383647799
MASTER_WP4_UNINA_2__V-25.1__bin.17,95.50561798,0.860252809
MASTER_WP4_UNINA_2__V-25.1__bin.10,72.98245614,3.50877193
MASTER_WP4_UNINA_2__V-25.1__bin.18,95.81862447,3.710691824
MASTER_WP4_UNINA_2__V-25.1__bin.1,99.38650307,0.0
MASTER_WP4_UNINA_2__V-25.1__bin.12,99.44751381,0.801104972
MASTER_WP4_UNINA_2__V-25.1__bin.6,99.34086629,0.494350282
MASTER_WP4_UNINA_2__V-25.1__bin.20,98.5,0.3
MASTER_WP4_UNINA_2__V-25.1__bin.8,98.6,0.0
MASTER_WP4_UNINA_2__V-26__bin.19,72.02194357,1.724137931
MASTER_WP4_UNINA_2__V-26__bin.5,67.14513557,1.754385965
MASTER_WP4_UNINA_2__V-26__bin.6,95.28301887,4.79245283
MASTER_WP4_UNINA_2__V-26__bin.16,67.24137931,0.0
MASTER_WP4_UNINA_2__V-26__bin.18,74.2057557,2.435064935
MASTER_WP4_UNINA_2__V-26__bin.10,97.71150335,1.858204688
MASTER_WP4_UNINA_2__V-26__bin.2,78.26629748,2.482251521
MASTER_WP4_UNINA_2__V-26.1__bin.13,99.45652174,0.0
MASTER_WP4_UNINA_2__V-26.1__bin.28,89.49214366,3.306878307
MASTER_WP4_UNINA_2__V-26.1__bin.3,84.13380918,2.156015419
MASTER_WP4_UNINA_2__V-26.1__bin.20,91.92934783,0.857408467
MASTER_WP4_UNINA_2__V-26.1__bin.14,50.47021944,1.724137931
MASTER_WP4_UNINA_2__V-26.1__bin.7,56.89655172,4.310344828
MASTER_WP4_UNINA_2__V-26.1__bin.22,94.99087036,3.647798742
MASTER_WP4_UNINA_2__V-26.1__bin.31,98.31460674,0.01755618
MASTER_WP4_UNINA_2__V-26.1__bin.18,78.07017544,0.0
MASTER_WP4_UNINA_2__V-26.1__bin.12,71.52769324,1.257861635
MASTER_WP4_UNINA_2__V-26.1__bin.4,55.82822086,0.545330607
MASTER_WP4_UNINA_2__V-26.1__bin.2,96.40883978,1.289134438
MASTER_WP4_UNINA_2__V-26.1__bin.24,99.31164361,0.517890772
MASTER_WP4_UNINA_2__V-26.1__bin.11,52.06896552,0.0
MASTER_WP4_UNINA_2__V-26.1__bin.16,96.6,0.1
MASTER_WP4_UNINA_2__V-26.1__bin.6,85.8,0.0
MASTER_WP4_UNINA_2__V-27__bin.1,97.2826087,0.543478261
MASTER_WP4_UNINA_2__V-27__bin.5,78.40125392,3.448275862
MASTER_WP4_UNINA_2__V-27__bin.12,95.05888377,1.76366843
MASTER_WP4_UNINA_2__V-27__bin.8,94.74363951,1.96557971
MASTER_WP4_UNINA_2__V-27__bin.15,55.95611285,0.313479624
MASTER_WP4_UNINA_2__V-27__bin.16,79.81910946,0.541125541
MASTER_WP4_UNINA_2__V-27__bin.17,92.54615541,4.465408805
MASTER_WP4_UNINA_2__V-28__bin.14,96.73913043,0.543478261
MASTER_WP4_UNINA_2__V-28__bin.13,92.19499139,1.534391534
MASTER_WP4_UNINA_2__V-28__bin.3,59.56401192,0.295279684
MASTER_WP4_UNINA_2__V-28__bin.23,82.63166049,3.20754717
MASTER_WP4_UNINA_2__V-28__bin.20,86.68478261,0.290900223
MASTER_WP4_UNINA_2__V-28__bin.10,82.26415094,2.452830189
MASTER_WP4_UNINA_2__V-28__bin.16,85.73774876,4.34339043
MASTER_WP4_UNINA_2__V-28__bin.4,98.31460674,0.0
MASTER_WP4_UNINA_2__V-28__bin.15,66.66666667,1.754385965
MASTER_WP4_UNINA_2__V-28__bin.19,87.21850274,1.823899371
MASTER_WP4_UNINA_2__V-29__bin.14,67.63256394,0.938395079
MASTER_WP4_UNINA_2__V-29__bin.11,97.47593026,2.076502732
MASTER_WP4_UNINA_2__V-29__bin.17,99.44444444,3.383838384
MASTER_WP4_UNINA_2__V-29__bin.6,90.36550294,0.674157303
MASTER_WP4_UNINA_2__V-29__bin.7,85.39536916,1.506116208
MASTER_WP4_UNINA_2__V-29__bin.30,60.39809961,1.162079511
MASTER_WP4_UNINA_2__V-29__bin.10,98.71086556,0.73664825
MASTER_WP4_UNINA_2__V-29__bin.27,97.97421731,2.900552486
MASTER_WP4_UNINA_2__V-29__bin.29,68.12865497,0.194931774
MASTER_WP4_UNINA_2__V-29__bin.1,88.46384884,3.73525557
MASTER_WP4_UNINA_2__V-29__bin.28,81.49346004,4.599427754
MASTER_WP4_UNINA_2__V-29__bin.15,97.6,0.1
MASTER_WP4_UNINA_2__V-29__bin.22,98.5,0.1
MASTER_WP4_UNINA_2__V-30__bin.26,98.91304348,1.086956522
MASTER_WP4_UNINA_2__V-30__bin.18,98.90766342,0.665642601
MASTER_WP4_UNINA_2__V-30__bin.4,62.73410966,0.709606987
MASTER_WP4_UNINA_2__V-30__bin.29,96.91652807,1.181628936
MASTER_WP4_UNINA_2__V-30__bin.30,78.18721385,3.464419476
MASTER_WP4_UNINA_2__V-30__bin.19,85.75935301,1.872659176
MASTER_WP4_UNINA_2__V-30__bin.3,71.6011941,2.999594238
MASTER_WP4_UNINA_2__V-30__bin.22,90.60943644,2.889908257
MASTER_WP4_UNINA_2__V-30__bin.5,51.84162063,0.276243094
MASTER_WP4_UNINA_2__V-30__bin.10,98.2,0.0
MASTER_WP4_UNINA_2__V-30__bin.11,52.5,0.0
MASTER_WP4_UNINA_2__V-30__bin.15,88.0,0.1
MASTER_WP4_UNINA_2__V-30__bin.25,98.9,0.2
MilaniC_2019__SRS3591582__bin.15,95.08733624,0.194080543
MilaniC_2019__SRS3591582__bin.12,93.22727273,3.272727273
MilaniC_2019__SRS3591582__bin.19,97.95081967,0.273224044
MilaniC_2019__SRS3591582__bin.8,72.47920049,0.958333333
MilaniC_2019__SRS3591582__bin.18,92.14285714,0.0
MilaniC_2019__SRS3591582__bin.10,62.06896552,0.0
MilaniC_2019__SRS3591582__bin.4,94.26048565,0.993377483
MilaniC_2019__SRS3591582__bin.20,52.42324561,3.026315789
MilaniC_2019__SRS3591582__bin.17,83.2,0.5
MilaniC_2019__SRS3591582__bin.9,64.0,0.3
MilaniC_2019__SRS3591585__bin.3,98.71179039,0.218340611
MilaniC_2019__SRS3591585__bin.5,50.0,1.724137931
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.1,99.2039801,0.248756219
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.13,99.45652174,2.255434783
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.5,91.87807783,3.456790123
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.14,93.95754001,1.492537313
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.2,77.86898839,2.504145937
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.10,69.7,1.7
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.7,100.0,0.0
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.6,98.36956522,1.123188406
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.2,70.86976912,2.878787879
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.3,92.17813051,3.075661893
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.12,81.37870855,1.570680628
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.10,65.51724138,1.724137931
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.8,50.59564713,4.025327906
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.11,98.75,0.3125
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.6,96.69384058,0.846173754
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.1,99.82363316,1.851851852
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.9,99.47643979,0.523560209
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.3,95.27764404,1.326699834
MortensenS_xxxx__WK001-2-G-48h-01C4_S1__bin.7,74.8,2.0
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin.13,100.0,0.0
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin.2,97.96195652,1.086956522
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin.12,88.39443185,3.165215907
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin.3,98.50746269,0.995024876
MortensenS_xxxx__WK001-2-L-08h-01F3_S27__bin.7,97.3880597,1.243781095
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.5,99.75124378,1.243781095
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.2,99.50248756,0.497512438
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.3,96.69384058,2.605676329
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.7,67.03300866,3.522727273
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.9,92.20979638,3.606133015
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6,98.50746269,0.497512438
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.10,97.12041885,1.047120419
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.3,99.375,0.3125
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.2,96.26707079,3.521903821
