representative_95id,domain,phylum,class,order,family,genus,species
MotaGutierrezJ_2021__SRR11602150__bin.23,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
MotaGutierrezJ_2021__SRR11602150__bin.4,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium citreum
MotaGutierrezJ_2021__SRR11602150__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis
MotaGutierrezJ_2021__SRR11602152__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria aurantia
MotaGutierrezJ_2021__SRR11602153__bin.4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
MotaGutierrezJ_2021__SRR11602153__bin.8,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Shouchella,Shouchella rhizosphaerae
MotaGutierrezJ_2021__SRR11602156__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus
Nixt_bin.2,Bacteria,Bacillota,Bacilli,Exiguobacteriales,Exiguobacteriaceae,Exiguobacterium,Exiguobacterium sp902362975
O4_bin.circ.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius
ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus
ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis
ODFM-BA-A-0014-003_Alishewanella_jeotgali_KCTC_22429,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,Alishewanella jeotgali
ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus sakei
ODFM-BA-A-0067-003_Leuconostoc_mesenteroides_subsp._mesenteroides_CBA3607,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides B
ODFM-BA-A-0080-002_Microbacterium_sp._CBA3102,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium aurugineum
ODFM-BA-A-0086-005_Weissella_koreensis_CBA3615,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis
ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc lactis A
ODFM-BA-A-0107-002_Dietzia_alimentaria_72T,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia alimentaria
ODFM-BA-A-0108-002_Brachybacterium_squillarum_M-6-3T,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium squillarum
ODFM-BA-A-0109-002_Lentibacillus_jeotgali_GrbiT,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus jeotgali
ODFM-BA-A-0110-001_Corynebacterium_nuruki_S6-4,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium nuruki
ODFM-BA-A-0127-001_Megasphaera_cerevisiae_NSB1,Bacteria,Bacillota,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera cerevisiae
ODFM-BA-A-0128-001_Pectinatus_frisingensis_MB139,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Pectinatus frisingensis
ODFM-BA-A-0133-001_Listeria_monocytogenes_N11-2542,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes
ODFM-BA-A-0136-001_Staphylococcus_aureus_18SBCL679,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus B lactis
ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium flavescens
ODFM-BA-A-0142-001_Halomonas_nigrificans_MBT_G8648,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella nigrificans
ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris
ODFM-BA-A-0149-001_Enterococcus_malodoratus_DSM_20681,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus A malodoratus
ODFM-BA-A-0156-001_Mycetocola_reblochoni_JCM_30549,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Mycetocola_B,Mycetocola B reblochoni
ODFM-BA-A-0157-001_Morganella_morganii_FAM24091,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella sibonii
ODFM-BA-A-0160-001_Vibrio_casei_JB196,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio casei
ODFM-BA-A-0167-001_Staphylococcus_succinus_BC15,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus succinus
ODFM-BA-A-0172-001_Clostridium_tyrobutyricum_FAM22553,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium B tyrobutyricum
ODFM-BA-A-0177-001_Lactobacillus_homohiochii_DSM_20571,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus fructivorans
ODFM-BA-A-0208-003_Brachybacterium_kimchii_CBA3104,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium kimchii
ODFM-BA-A-0217-003_GCF_025908565.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella fermenti
OlgaP_2019__SRR11909887__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E shahriarae
OlgaP_2019__SRR11909888__bin.7,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter oboediens
OlgaP_2019__SRR11910536__bin.9,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Novacetimonas,Novacetimonas hansenii
P.1_bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter malonaticus
PB_bin.2,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri
PasolliE_2020__SRS6525478__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
PatroJN_2016__SRS1044731__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius
PatroJN_2016__SRS1044732__bin.3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
PatroJN_2016__SRS1044732__bin.6,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
PatroJN_2016__SRS1044738__bin.12,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus
PothakosV_2020__ERS2068300__bin.15,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium funkei
QuijadaN_2022__ERR7245779__bin.25,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Canibacter,
QuijadaN_2022__ERR7245780__bin.14,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Beutenbergiaceae,Ruania,
S3.2_bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus B
SEM_41_S58.18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_B,Pseudomonas B benzopyrenica
SEM_41_S58.19,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia AJ
SEM_44_S61.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,
SEM_47_S64.44,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella noackiae
SRR10454486C2703_ghanensis_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter ghanensis
SRR10454491C1008_acetobacter_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
SRR10454511C706_acetobacter_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
SRR10454516C127_okinawensis_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter okinawensis A
SRR10454517C1506_cerevisiae_assembly,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter cerevisiae
SalgadoTS_2021__SRR13801804__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kefiri
ShangpliangH_2023_a__SRR22851168__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_A,Lactococcus A chungangensis
ShangpliangH_2023_b__SRR22851057__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus stilesii
ShangpliangH_2023_b__SRR22851058__bin.16,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus dextrinicus
TomarS_2023__SRR15925267__bin.13,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albus
TomarS_2023__SRR15925267__bin.15,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis
TomarS_2023__SRR15925267__bin.16,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces thermoviolaceus
Vreta_bin.2,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae
WalshAM_2017__ERR1981175__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
WalshAM_2017__ERS1739834__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius
WalshAM_2020__ERS3466737__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter piscatorii B
WalshAM_2020__ERS3466749__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio litoralis
WalshAM_2020__ERS3466771__bin.2,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,
WalshAM_2020__ERS3466771__bin.3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp004745485
WalshL_xxxx__D12__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,
WalshL_xxxx__D9__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E helleri
WalshL_xxxx__H3_S87__bin.11,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella faecis
WalshL_xxxx__H3_S87__bin.16,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,Alloprevotella sp004552155
WalshL_xxxx__H3_S87__bin.19,Bacteria,Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus_A,Butyricicoccus A intestinisimiae
WalshL_xxxx__H3_S87__bin.2,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,Anaerovibrio sp900548165
WalshL_xxxx__H3_S87__bin.24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,Sodaliphilus sp004557565
WalshL_xxxx__H3_S87__bin.25,Bacteria,Bacillota,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp000434475
WalshL_xxxx__H3_S87__bin.33,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp000435835
WalshL_xxxx__H3_S87__bin.34,Bacteria,Bacillota,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera elsdenii
WalshL_xxxx__H3_S87__bin.4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000434975
WalshL_xxxx__H3_S87__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus faecavium
WalshL_xxxx__V9__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus_A,Lactococcus A laudensis
We2_bin.circ.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,
We2_bin.full.36,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas prydzensis
We2_bin.full.44,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,
We2_bin.full.62,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,
We4_bin.full.28,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia profundi
We5_bin.circ.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,
We5_bin.circ.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp001482305
We6_bin.circ.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,Alcaligenes pakistanensis
We6_bin.circ.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,
We6_bin.circ.9,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium aurantiacum
We6_bin.full.13,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,
We6_bin.full.31,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Vreelandella,Vreelandella casei
We6_bin.full.92,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia proteamaculans
WolfeBE_2014__491_Bayley__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium alimentarium
WolfeBE_2014__575_CabotClothbound__bin.2,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia,Rothia sp030454085
WolfeBE_2014__575_CabotClothbound__bin.6,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,
WolfeBE_2014__679_Raclette__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,
WolfeBE_2014__771_Tarentaise__bin.3,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium tyrofermentans
WolfeBE_2014__932_Robiola_due_Latte__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E putida
WolfeBE_2014__932_Robiola_due_Latte__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,
Wy2_bin.circ.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
Wy2_bin.circ.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia alvei B
Wy2_bin.circ.5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
Wy5_bin.lin.34,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp030457785
XieM_2019__SAMC044639__bin.20,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium,Aquabacterium commune
XieM_2019__SAMC044639__bin.22,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia AA
XieM_2019__SAMC044639__bin.26,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria,Telluria timonae
XieM_2019__SAMC044639__bin.27,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus indicireducens
XieM_2019__SAMC044639__bin.31,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter braakii
XieM_2019__SAMC044639__bin.32,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
XieM_2019__SAMC044639__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter quasihormaechei
YangC_2021__SRR13259372__bin.15,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_H,
YangC_2021__SRR13259376__bin.16,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia,Rothia sp004136585
YangC_2021__SRR13259376__bin.8,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_H,Arthrobacter H rhombi A
YangC_2021__SRR13259377__bin.4,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum A
YangC_2021__SRR13259378__bin.10,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,
YangC_2021__SRR13259378__bin.4,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum
YasirM_2022__SRR18334997__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acetotolerans
YasirM_2022__SRR18334999__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina sp002729675
YasirM_2022__SRR18335001__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus ethanolidurans
YasirM_2022__SRR18335007__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E helleri
YasirM_2022__SRR18335007__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rosenbergiella,Rosenbergiella epipactidis
YasirM_2022__SRR18335011__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus pentosus
YasirM_2022__SRR18335012__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus namurensis A
YouL_2022__SRR13308520__bin.4,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcoides,Macrococcoides caseolyticum
YouL_2022__SRR13308521__bin.12,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
YouL_2022__SRR13308526__bin.24,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii
YouL_2022__SRR13308528__bin.16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas bovis
YouL_2022__SRR13308534__bin.20,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_T,Clostridium T intestinale
YouL_2022__SRR13308537__bin.18,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia,Rothia endophytica
YuY_2022__SRR16950700__bin.19,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaeequi
YuY_2022__SRR16950700__bin.23,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia megaterium
YuY_2022__SRR16950700__bin.25,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia flexa
YuY_2022__SRR16950702__bin.15,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis
YulandiA_2020__SRS6115052__bin.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gleum
YulandiA_2020__SRS6115052__bin.11,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus agilis
YulandiA_2020__SRS6115052__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Geopseudomonas,
YulandiA_2020__SRS6115052__bin.21,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides
YulandiA_2020__SRS6115052__bin.6,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium thalpophilum
YulandiA_2020__SRS6115052__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_E,Enterococcus E cecorum
YulandiA_2020__SRS6115053__bin.10,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus D gallinarum
YulandiA_2020__SRS6115053__bin.17,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,,
YulandiA_2020__SRS6115053__bin.23,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
YulandiA_2020__SRS6115053__bin.26,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas E sp024349685
YulandiA_2020__SRS6115053__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Comamonas,Comamonas terrae
YulandiA_2020__SRS6115053__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii
ZhaoCC_2020__SRS5803191__bin.31,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,CALAMD01,
ZhaoCC_2020__SRS5803192__bin.11,Bacteria,Bacillota,Clostridia,Tissierellales,JASLAT01,JARIDA01,
ZhaoCC_2020__SRS5803192__bin.16,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,,
ZhaoCC_2020__SRS5803192__bin.21,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,
ZhaoCC_2020__SRS5803192__bin.31,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,CALAMD01,
ZhaoCC_2020__SRS5803193__bin.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,
ZhaoCC_2020__SRS5803193__bin.13,Bacteria,Bacillota,Clostridia,Tissierellales,JASLAT01,JARIDA01,JARIDA01 sp029257065
ZhaoCC_2020__SRS5803193__bin.14,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
ZhaoCC_2020__SRS5803193__bin.3,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,,
ZhaoCC_2020__SRS5803193__bin.7,Bacteria,Bacillota,Clostridia,Lachnospirales,Cellulosilyticaceae,,
ZhaoCC_2020__SRS5803194__bin.11,Bacteria,Bacillota,Clostridia,Lachnospirales,Cellulosilyticaceae,,
ZhaoCC_2020__SRS5803194__bin.17,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
ZhaoCC_2020__SRS5803194__bin.24,Bacteria,Bacillota,Clostridia,Tissierellales,JASLAT01,JARIDA01,
ZhaoCC_2020__SRS5803194__bin.35,Bacteria,Bacillota,Clostridia,Tissierellales,JASLAT01,,
ZhaoCC_2020__SRS5803194__bin.38,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Jeotgalibaca,Jeotgalibaca dankookensis
ZhaoCC_2020__SRS5803195__bin.23,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,,
ZhaoCC_2020__SRS5803195__bin.38,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Moellerella,Moellerella sp963519845
ZhaoCC_2020__SRS5803195__bin.39,Bacteria,Bacillota,Clostridia,Tissierellales,Gottschalkiaceae,Gottschalkia,
ZhaoCC_2020__SRS5803195__bin.4,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,JAAZDN01,
ZhaoCC_2020__SRS5803195__bin.53,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Pseudogracilibacillus,
AlvarezOrdonezA_xxxx__Q07-22__bin.14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus salifodinae
AlvarezOrdonezA_xxxx__Q07-22__bin.6,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halalkalicoccaceae,Halalkalicoccus,
AlvarezOrdonezA_xxxx__Q07-22__bin.7,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae
AlvarezOrdonezA_xxxx__Q07-22__bin.9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,
